"","cntry","gndr","crmvct","brncntr","Universalism","Security","marital1","ageadlt1","ageoage1","agea1","agemage1","eduyrs1"
"10582","Germany","Male","No","Yes",3,3,"NEVER married",18,50,19,40,9
"10583","Germany","Male","No","Yes",3.66666666666667,3,"NEVER married",18,60,15,30,9
"10585","Germany","Male","No","Yes",3.66666666666667,3,"NEVER married",18,50,23,35,13
"10586","Germany","Male","No","Yes",3.33333333333333,3.5,"NEVER married",18,55,43,35,13
"10587","Germany","Male","No","Yes",4,2.5,"Legally married",18,65,47,40,13
"10588","Germany","Female","No","Yes",4.33333333333333,3.5,"NEVER married",18,60,55,45,13
"10589","Germany","Male","No","Yes",3.66666666666667,3.5,"Legally married",18,60,87,35,12
"10590","Germany","Male","No","Yes",4,3,"Legally married",20,60,37,40,13
"10591","Germany","Male","No","Yes",3,4,"Legally married",18,60,50,35,13
"10593","Germany","Female","No","Yes",3.33333333333333,4,"Legally married",18,65,48,45,13
"10594","Germany","Female","No","Yes",3.66666666666667,3.5,"NEVER married",18,60,51,35,10
"10596","Germany","Female","No","Yes",3.33333333333333,4,"Legally married",18,60,56,45,13
"10597","Germany","Male","No","Yes",4.33333333333333,2.5,"NEVER married",20,60,20,40,13
"10598","Germany","Male","No","Yes",4,3.5,"Legally married",20,65,76,45,12
"10600","Germany","Male","No","Yes",3.66666666666667,4,"Legally married",18,65,54,45,20
"10602","Germany","Female","No","Yes",4.66666666666667,4.5,"Legally married",18,65,63,40,15
"10603","Germany","Female","No","Yes",3.33333333333333,4.5,"Legally married",17,60,64,40,10
"10604","Germany","Male","No","Yes",3.66666666666667,3.5,"Widowed",18,60,63,35,13
"10605","Germany","Female","No","Yes",4.33333333333333,2,"Legally married",17,70,43,40,12
"10606","Germany","Female","No","Yes",3.33333333333333,4,"Legally married",20,60,57,40,10
"10607","Germany","Female","No","Yes",4.66666666666667,1.5,"Legally married",23,75,59,40,11
"10610","Germany","Male","No","Yes",3.66666666666667,3.5,"Legally married",18,65,55,35,16
"10611","Germany","Female","No","Yes",3.33333333333333,3.5,"Widowed",18,75,67,50,11
"10612","Germany","Male","No","Yes",3,2.5,"NEVER married",20,60,18,35,12
"10613","Germany","Male","No","Yes",4.33333333333333,3,"Legally married",21,70,65,37,11
"10614","Germany","Male","Yes","Yes",4.33333333333333,3,"Legally married",19,70,66,45,13
"10615","Germany","Male","No","Yes",4.33333333333333,2.5,"Divorced",30,60,46,37,10
"10617","Germany","Female","No","Yes",5,4,"Widowed",26,70,49,36,12
"10618","Germany","Male","No","Yes",3.33333333333333,3.5,"Legally married",18,80,37,45,12
"10619","Germany","Male","No","Yes",4.33333333333333,2,"NEVER married",18,65,19,45,13
"10620","Germany","Male","No","Yes",4.33333333333333,4,"Widowed",16,65,70,30,14
"10624","Germany","Male","No","Yes",3.66666666666667,4,"Legally married",17,50,66,25,11
"10625","Germany","Male","Yes","Yes",4,3,"NEVER married",25,60,44,40,14
"10627","Germany","Male","No","Yes",3,3.5,"NEVER married",18,65,55,40,13
"10629","Germany","Female","No","Yes",4.33333333333333,4,"NEVER married",19,60,78,50,10
"10630","Germany","Female","No","Yes",4.66666666666667,5,"Legally married",20,70,80,40,12
"10631","Germany","Female","No","Yes",3.33333333333333,2.5,"Legally married",20,50,35,30,17
"10633","Germany","Female","No","Yes",4,4,"Divorced",18,60,44,40,20
"10634","Germany","Male","No","Yes",3,4,"Legally married",30,60,42,40,11
"10635","Germany","Female","No","Yes",4.33333333333333,4.5,"Widowed",21,75,78,40,10
"10636","Germany","Female","No","Yes",5,3.5,"Legally married",21,65,64,45,15
"10637","Germany","Female","No","Yes",3.33333333333333,4,"NEVER married",20,80,24,50,15
"10640","Germany","Male","No","Yes",4.66666666666667,4.5,"Divorced",18,60,58,35,11
"10641","Germany","Male","Yes","Yes",3,3,"Legally married",18,60,40,50,12
"10643","Germany","Female","Yes","No",4.66666666666667,2.5,"Widowed",17,67,67,30,18
"10644","Germany","Female","Yes","Yes",1.33333333333333,1,"Divorced",26,70,60,55,14
"10646","Germany","Female","No","Yes",4.33333333333333,3.5,"Legally married",25,70,61,40,13
"10650","Germany","Male","No","Yes",3,2,"NEVER married",19,50,56,45,13
"10651","Germany","Male","No","Yes",2,3,"Widowed",20,70,64,40,12
"10655","Germany","Female","No","Yes",2,2.5,"Widowed",25,60,89,50,6
"10657","Germany","Male","No","Yes",4,2.5,"Divorced",17,75,73,45,17
"10658","Germany","Female","No","Yes",4.66666666666667,5,"Widowed",22,66,61,55,9
"10661","Germany","Female","No","Yes",4,4,"Widowed",16,80,59,30,12
"10662","Germany","Male","Yes","Yes",3.33333333333333,3,"NEVER married",17,60,16,30,9
"10663","Germany","Female","No","Yes",4,4.5,"Divorced",25,50,74,35,11
"10664","Germany","Male","No","Yes",3.66666666666667,4.5,"Legally married",17,65,64,40,18
"10665","Germany","Female","No","Yes",4.66666666666667,4.5,"Legally married",20,80,75,40,11
"10666","Germany","Female","Yes","Yes",4.66666666666667,5,"Divorced",21,60,42,40,13
"10667","Germany","Female","Yes","Yes",3.66666666666667,3.5,"Divorced",20,65,51,40,14
"10668","Germany","Female","No","Yes",4,4,"Legally married",21,60,38,44,12
"10670","Germany","Female","No","Yes",3.66666666666667,3.5,"NEVER married",18,70,22,45,13
"10672","Germany","Female","No","Yes",4.33333333333333,5,"Divorced",27,70,49,45,12
"10673","Germany","Female","No","Yes",5,5,"Legally married",21,65,73,35,10
"10674","Germany","Female","No","Yes",4,4,"Divorced",18,60,46,46,12
"10675","Germany","Female","No","Yes",4,4,"Legally married",35,70,46,55,17
"10676","Germany","Male","Yes","Yes",4.66666666666667,4,"Legally married",23,70,53,38,11
"10677","Germany","Female","No","Yes",5,3.5,"Legally married",18,75,66,40,15
"10680","Germany","Female","No","Yes",4.33333333333333,4,"Legally married",21,70,44,50,12
"10681","Germany","Male","No","Yes",4,4,"NEVER married",16,60,19,40,12
"10682","Germany","Female","Yes","Yes",3.33333333333333,3.5,"NEVER married",19,60,16,30,9
"10684","Germany","Male","No","Yes",3,1.5,"NEVER married",16,60,24,35,12
"10687","Germany","Male","No","Yes",4,4,"NEVER married",17,60,22,30,13
"10690","Germany","Male","No","Yes",4.66666666666667,5,"Legally married",18,60,66,30,12
"10693","Germany","Female","No","Yes",4,4,"Legally married",21,65,54,45,16
"10696","Germany","Male","No","Yes",4,4,"Legally married",18,70,63,35,13
"10697","Germany","Female","No","Yes",4,4,"Legally married",15,70,50,40,12
"10698","Germany","Female","No","Yes",5,3.5,"Legally married",16,70,60,40,16
"10699","Germany","Male","No","Yes",4.33333333333333,4.5,"Widowed",16,60,71,30,11
"10700","Germany","Male","No","Yes",3.66666666666667,3.5,"Legally married",18,50,35,30,18
"10702","Germany","Female","No","No",4,4,"Legally married",16,55,28,40,20
"10703","Germany","Female","No","Yes",3.66666666666667,3,"NEVER married",21,85,29,50,14
"10704","Germany","Male","No","Yes",2.66666666666667,1,"Widowed",20,40,46,60,13
"10705","Germany","Male","No","Yes",3.66666666666667,2.5,"Legally married",21,75,51,45,20
"10706","Germany","Male","No","Yes",3,1.5,"NEVER married",21,75,24,45,9
"10707","Germany","Male","No","Yes",2.33333333333333,1.5,"Divorced",18,75,53,50,17
"10708","Germany","Male","No","Yes",2.66666666666667,2,"NEVER married",20,80,42,45,12
"10710","Germany","Male","No","Yes",5,5,"NEVER married",23,65,23,30,13
"10711","Germany","Male","No","Yes",3.66666666666667,1.5,"Divorced",20,60,38,45,13
"10712","Germany","Male","No","Yes",4,4,"Legally married",25,80,80,40,15
"10713","Germany","Female","No","Yes",4.33333333333333,4,"Legally married",23,75,50,40,15
"10714","Germany","Female","No","Yes",4,3.5,"Widowed",25,75,71,50,10
"10715","Germany","Male","No","Yes",4.66666666666667,2.5,"Divorced",21,70,76,40,20
"10716","Germany","Male","No","Yes",3.33333333333333,4,"Divorced",20,70,34,45,14
"10717","Germany","Male","No","Yes",3.33333333333333,2,"NEVER married",25,65,34,40,11
"10718","Germany","Female","No","Yes",5,5,"Legally married",16,70,57,29,17
"10719","Germany","Male","No","Yes",3.66666666666667,2,"Legally married",20,80,52,50,12
"10721","Germany","Female","No","Yes",4.66666666666667,4.5,"Divorced",17,65,55,25,11
"10722","Germany","Female","Yes","Yes",4,4,"Legally married",18,85,64,30,12
"10724","Germany","Male","Yes","Yes",4.33333333333333,4,"Legally married",20,60,71,30,16
"10725","Germany","Male","No","Yes",4,4,"Widowed",20,65,86,30,8
"10727","Germany","Female","No","Yes",4,4.5,"Legally married",19,55,49,18,12
"10728","Germany","Female","No","Yes",4,4,"Widowed",20,60,66,35,10
"10729","Germany","Male","No","Yes",3.66666666666667,3,"NEVER married",19,60,17,35,12
"10730","Germany","Female","No","Yes",4.66666666666667,4.5,"Divorced",20,65,78,38,13
"10731","Germany","Male","No","Yes",3,2,"Legally married",18,60,40,25,13
"10732","Germany","Female","No","Yes",4,3.5,"Legally married",16,65,38,50,14
"10733","Germany","Male","No","Yes",3.66666666666667,4,"Divorced",17,50,41,30,15
"10734","Germany","Male","No","Yes",4,4,"Legally married",23,65,64,40,15
"10735","Germany","Male","No","Yes",2.66666666666667,3,"Legally married",17,65,45,35,12
"10736","Germany","Male","No","No",4,4,"Legally married",20,55,70,35,25
"10737","Germany","Male","No","Yes",2.33333333333333,5,"Legally married",16,50,36,25,12
"10738","Germany","Male","No","Yes",1.66666666666667,2.5,"Legally married",18,65,43,40,18
"10739","Germany","Male","No","Yes",4,4,"Legally married",20,60,68,30,12
"10740","Germany","Female","No","Yes",4,4.5,"Legally married",18,70,44,40,15
"10741","Germany","Female","No","Yes",3,4,"Legally married",19,67,51,40,14
"10742","Germany","Female","No","Yes",4,5,"Legally married",16,70,55,45,14
"10745","Germany","Female","No","Yes",4.33333333333333,4,"NEVER married",20,70,75,55,13
"10749","Germany","Female","No","Yes",3.33333333333333,4,"Legally married",25,60,40,45,12
"10750","Germany","Female","No","Yes",3,4,"NEVER married",25,70,43,45,14
"10751","Germany","Female","No","Yes",4,4.5,"Legally married",18,60,66,40,11
"10752","Germany","Female","No","Yes",3.66666666666667,4,"Legally married",21,80,76,40,9
"10754","Germany","Female","No","Yes",3.66666666666667,4.5,"NEVER married",28,60,20,40,13
"10755","Germany","Female","No","Yes",2,2,"NEVER married",30,70,23,50,13
"10757","Germany","Male","No","Yes",4,4.5,"Legally married",25,60,52,40,12
"10759","Germany","Female","No","Yes",4.33333333333333,1.5,"NEVER married",24,60,21,40,9
"10763","Germany","Female","No","Yes",3.66666666666667,4,"NEVER married",23,60,21,40,14
"10764","Germany","Male","No","Yes",4,3.5,"NEVER married",20,55,21,45,14
"10766","Germany","Female","No","Yes",4,4,"Widowed",25,60,53,40,19
"10767","Germany","Female","No","Yes",4.66666666666667,4.5,"Divorced",21,70,66,50,15
"10769","Germany","Male","Yes","Yes",3.66666666666667,4,"Legally married",22,70,63,35,22
"10771","Germany","Male","No","Yes",4,4,"Legally married",24,65,50,47,17
"10772","Germany","Female","No","Yes",4,4.5,"Divorced",26,60,30,45,16
"10775","Germany","Female","No","Yes",2,0.5,"Legally married",19,50,30,30,15
"10776","Germany","Female","No","Yes",3.33333333333333,3.5,"Legally married",20,70,34,50,20
"10777","Germany","Female","No","Yes",2.66666666666667,5,"Legally married",18,60,54,45,18
"10778","Germany","Female","No","Yes",4,1,"Divorced",26,75,44,55,19
"10779","Germany","Female","No","Yes",4.33333333333333,4.5,"Legally married",17,80,59,40,12
"10780","Germany","Female","Yes","Yes",3,4,"Legally married",18,50,45,25,8
"10781","Germany","Female","No","Yes",2,1.5,"Legally married",22,65,48,40,15
"10782","Germany","Male","No","Yes",4.33333333333333,4.5,"Divorced",18,60,54,45,14
"10784","Germany","Male","No","Yes",3.33333333333333,4,"Legally married",18,60,48,40,17
"10785","Germany","Male","Yes","Yes",3.33333333333333,2.5,"Legally married",17,50,50,40,17
"10786","Germany","Female","No","Yes",3,4,"NEVER married",18,70,24,40,15
"10787","Germany","Female","No","Yes",3.66666666666667,3.5,"NEVER married",18,60,22,40,15
"10788","Germany","Female","No","Yes",3.33333333333333,3.5,"Legally married",21,80,71,45,16
"10789","Germany","Male","No","Yes",4.66666666666667,2.5,"Legally married",18,70,77,45,16
"10790","Germany","Female","No","Yes",4.33333333333333,5,"Legally married",40,65,35,45,12
"10791","Germany","Female","No","Yes",3.66666666666667,3.5,"Divorced",20,50,51,35,15
"10792","Germany","Male","No","Yes",4.33333333333333,2.5,"NEVER married",18,65,31,45,13
"10793","Germany","Female","No","Yes",1.33333333333333,3,"NEVER married",18,55,20,40,13
"10794","Germany","Male","No","Yes",1.66666666666667,4,"Divorced",17,65,35,35,15
"10797","Germany","Female","No","Yes",4,4,"Divorced",16,50,67,30,19
"10800","Germany","Male","No","Yes",4,1.5,"Legally married",22,60,20,40,13
"10801","Germany","Female","No","Yes",3.66666666666667,4,"Divorced",21,60,61,45,13
"10803","Germany","Male","No","Yes",3.66666666666667,4.5,"Legally married",18,70,76,35,17
"10804","Germany","Male","No","Yes",4,3,"NEVER married",20,60,16,40,10
"10805","Germany","Male","No","Yes",4,3.5,"Divorced",18,76,53,45,16
"10807","Germany","Female","No","Yes",4.66666666666667,4.5,"Legally married",45,65,45,40,12
"10808","Germany","Male","No","Yes",4.33333333333333,4.5,"Widowed",87,70,87,45,10
"10809","Germany","Male","No","Yes",4.66666666666667,4,"Legally married",22,70,71,45,8
"10810","Germany","Female","No","Yes",5,4.5,"Legally married",42,65,42,45,14
"10812","Germany","Female","No","Yes",4.33333333333333,5,"NEVER married",76,70,76,40,8
"10813","Germany","Female","Yes","Yes",4.66666666666667,4,"Widowed",46,70,46,55,14
"10815","Germany","Male","No","Yes",4.33333333333333,3.5,"Legally married",18,65,50,40,14
"10816","Germany","Female","No","Yes",4.66666666666667,4,"Legally married",81,70,81,50,11
"10818","Germany","Male","No","Yes",3.33333333333333,2,"NEVER married",19,50,20,35,13
"10820","Germany","Male","No","Yes",4.33333333333333,4,"Widowed",20,60,76,45,10
"10821","Germany","Female","No","Yes",5,5,"Legally married",13,65,41,40,10
"10824","Germany","Female","No","Yes",4.66666666666667,4.5,"Legally married",41,65,41,45,12
"10826","Germany","Female","No","Yes",5,5,"Legally married",60,70,61,45,15
"10830","Germany","Male","No","Yes",2.33333333333333,1,"Divorced",18,70,53,50,8
"10831","Germany","Female","No","Yes",4.66666666666667,4.5,"Legally married",30,70,45,40,12
"10833","Germany","Female","Yes","Yes",5,5,"NEVER married",27,70,30,60,12
"10835","Germany","Female","Yes","Yes",5,5,"Divorced",18,50,53,35,13
"10836","Germany","Male","Yes","Yes",2.33333333333333,4.5,"Legally married",18,70,91,32,15
"10837","Germany","Male","No","Yes",3.33333333333333,1.5,"Legally married",21,50,46,32,13
"10840","Germany","Male","No","Yes",4.66666666666667,5,"Legally married",20,70,50,50,10
"10841","Germany","Male","Yes","Yes",4.66666666666667,5,"Legally married",20,65,61,45,10
"10842","Germany","Male","No","Yes",4.66666666666667,5,"Legally married",18,70,48,40,15
"10843","Germany","Female","No","Yes",4.66666666666667,5,"Legally married",18,70,64,45,15
"10844","Germany","Male","No","Yes",4.66666666666667,5,"Divorced",20,70,60,45,16
"10845","Germany","Female","No","Yes",5,5,"NEVER married",18,65,19,40,10
"10847","Germany","Female","No","Yes",5,5,"Divorced",20,70,40,40,10
"10848","Germany","Male","No","Yes",4.66666666666667,5,"Legally married",20,70,75,40,13
"10849","Germany","Male","No","Yes",5,5,"Legally married",18,70,83,50,13
"10850","Germany","Male","Yes","Yes",5,5,"Legally married",18,65,58,40,12
"10852","Germany","Female","No","Yes",4.33333333333333,5,"Legally married",18,65,65,45,8
"10853","Germany","Female","No","Yes",4.33333333333333,5,"Legally married",20,80,58,50,15
"10854","Germany","Female","No","Yes",4.33333333333333,5,"Legally married",20,65,68,40,10
"10855","Germany","Female","No","Yes",5,5,"Legally married",18,70,38,40,12
"10856","Germany","Female","No","Yes",5,5,"Legally married",18,70,24,50,13
"10857","Germany","Female","No","Yes",4.66666666666667,4,"Legally married",18,80,41,40,16
"10858","Germany","Male","Yes","Yes",4,2,"NEVER married",18,50,20,35,12
"10859","Germany","Female","No","Yes",4,4,"Legally married",18,70,61,40,12
"10860","Germany","Male","No","Yes",4.66666666666667,3,"NEVER married",18,65,42,40,18
"10861","Germany","Female","No","Yes",3.66666666666667,3,"NEVER married",21,65,26,45,18
"10862","Germany","Male","No","Yes",3.33333333333333,3.5,"Legally married",24,70,58,55,13
"10863","Germany","Male","No","Yes",2,3,"NEVER married",25,70,30,50,13
"10864","Germany","Female","No","Yes",3.33333333333333,3.5,"Legally married",18,70,38,28,14
"10865","Germany","Female","Yes","Yes",3.66666666666667,3.5,"Legally married",16,70,36,35,18
"10866","Germany","Male","No","Yes",4,3,"Legally married",19,65,51,45,12
"10867","Germany","Female","No","Yes",3,4,"Legally married",18,70,41,50,16
"10868","Germany","Male","No","Yes",3.33333333333333,3,"NEVER married",16,65,21,40,13
"10869","Germany","Male","Yes","Yes",4.66666666666667,4,"NEVER married",25,60,49,35,22
"10870","Germany","Male","No","Yes",5,2.5,"NEVER married",16,70,79,40,13
"10871","Germany","Female","No","Yes",4,4,"Widowed",25,75,81,45,11
"10873","Germany","Male","No","Yes",3.33333333333333,3.5,"NEVER married",21,60,26,40,15
"10875","Germany","Female","No","Yes",3,4,"NEVER married",21,60,53,40,12
"10877","Germany","Female","No","Yes",3.66666666666667,3.5,"Widowed",18,70,70,35,17
"10878","Germany","Male","No","Yes",3,3.5,"NEVER married",16,60,68,35,12
"10880","Germany","Male","No","Yes",4,3.5,"Legally married",21,70,54,35,12
"10882","Germany","Female","No","Yes",4.33333333333333,2.5,"Legally married",20,58,47,35,13
"10883","Germany","Male","Yes","Yes",4,4,"Divorced",19,65,45,35,12
"10885","Germany","Female","No","Yes",4.66666666666667,3.5,"NEVER married",27,50,29,40,22
"10889","Germany","Female","No","Yes",3.33333333333333,5,"Widowed",30,65,80,45,10
"10891","Germany","Male","Yes","Yes",3,3,"NEVER married",20,50,23,39,15
"10894","Germany","Female","Yes","Yes",4.66666666666667,5,"Legally married",30,75,64,50,17
"10895","Germany","Female","Yes","Yes",4,3.5,"Legally married",20,75,46,40,15
